sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
221,M,57.13,Others,68.79,Central,Commerce,52.37,Sci&Tech,No,92.69,Mkt&Fin,77.89,Not Placed,
222,M,81.0,Central,91.84,Others,Science,61.54,Sci&Tech,Yes,54.18,Mkt&HR,64.61,Not Placed,
223,M,69.92,Others,46.25,Central,Science,76.58,Comm&Mgmt,No,66.79,Mkt&HR,76.73,Not Placed,313840.0
224,M,53.77,Central,73.93,Central,Commerce,65.04,Comm&Mgmt,No,88.46,Mkt&HR,77.89,Not Placed,330226.0
225,M,56.06,Central,72.56,Central,Science,81.14,Comm&Mgmt,Yes,56.61,Mkt&Fin,77.89,Not Placed,309468.0
226,M,77.41,Others,73.99,Others,Science,50.0,Comm&Mgmt,No,78.66,Mkt&HR,75.19,Not Placed,283217.0
227,M,47.03,Others,69.45,Others,Commerce,91.0,Comm&Mgmt,No,64.77,Mkt&Fin,77.17,Not Placed,
228,M,50.09,Others,48.29,Others,Science,65.06,Comm&Mgmt,Yes,83.52,Mkt&HR,71.59,Not Placed,
229,M,66.06,Central,37.0,Others,Science,77.29,Comm&Mgmt,No,87.05,Mkt&HR,65.34,Not Placed,291741.0
230,M,51.61,Central,72.65,Central,Science,55.41,Comm&Mgmt,Yes,98.0,Mkt&Fin,73.87,Placed,
231,F,81.59,Central,69.73,Central,Science,81.53,Comm&Mgmt,Yes,98.0,Mkt&HR,75.54,Placed,
232,M,75.92,Others,83.15,Others,Science,60.63,Comm&Mgmt,No,98.0,Mkt&Fin,58.53,Not Placed,265150.0
233,M,74.58,Others,65.23,Central,Science,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,51.63,Placed,
234,F,40.89,Others,73.73,Central,Science,58.63,Comm&Mgmt,No,98.0,Mkt&HR,58.62,Not Placed,262678.0
235,M,75.94,Others,64.3,Central,Science,85.11,Comm&Mgmt,No,98.0,Mkt&Fin,67.66,Not Placed,
236,M,80.6,Central,72.16,Central,Science,85.54,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.18,Placed,279657.0
237,F,73.47,Others,71.94,Others,Science,67.84,Comm&Mgmt,Yes,97.7,Mkt&HR,62.28,Not Placed,260455.0
238,M,43.32,Others,65.15,Central,Commerce,83.85,Comm&Mgmt,No,58.66,Mkt&Fin,69.28,Not Placed,311071.0
239,F,57.47,Others,88.13,Central,Commerce,64.05,Comm&Mgmt,No,65.36,Mkt&Fin,73.1,Placed,437351.0
240,M,89.4,Others,90.79,Central,Science,81.85,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,228662.0
241,M,79.21,Others,80.53,Others,Science,91.0,Sci&Tech,Yes,98.0,Mkt&HR,66.95,Not Placed,323599.0
242,M,46.09,Others,59.11,Central,Science,62.02,Comm&Mgmt,No,98.0,Mkt&Fin,69.99,Not Placed,
243,M,66.53,Central,61.76,Others,Science,85.16,Comm&Mgmt,No,52.93,Mkt&HR,61.42,Placed,
244,M,72.64,Central,47.33,Central,Science,85.9,Comm&Mgmt,No,98.0,Mkt&Fin,71.32,Not Placed,300633.0
245,M,86.53,Central,87.2,Central,Science,83.39,Sci&Tech,No,98.0,Mkt&Fin,77.04,Not Placed,311331.0
246,M,64.71,Central,73.66,Central,Commerce,87.66,Comm&Mgmt,No,56.28,Mkt&Fin,77.89,Not Placed,299669.0
247,M,59.77,Others,78.23,Others,Science,74.85,Sci&Tech,No,98.0,Mkt&HR,70.84,Not Placed,299855.0
248,M,40.89,Others,37.0,Others,Science,69.45,Comm&Mgmt,No,90.13,Mkt&Fin,77.89,Not Placed,
249,M,40.89,Others,45.85,Others,Science,58.9,Others,No,98.0,Mkt&Fin,73.7,Not Placed,
250,M,65.26,Others,81.34,Central,Commerce,67.29,Comm&Mgmt,Yes,98.0,Mkt&Fin,70.71,Not Placed,202050.0
251,M,61.73,Central,66.0,Others,Science,78.5,Comm&Mgmt,Yes,90.22,Mkt&HR,66.92,Not Placed,275796.0
252,M,57.02,Central,50.34,Central,Commerce,60.61,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,264471.0
253,M,44.86,Central,85.8,Others,Commerce,75.01,Comm&Mgmt,No,70.01,Mkt&Fin,63.25,Not Placed,
254,M,77.2,Central,94.67,Central,Commerce,50.0,Comm&Mgmt,No,98.0,Mkt&Fin,66.22,Not Placed,
255,F,82.86,Central,93.47,Others,Science,76.71,Comm&Mgmt,No,98.0,Mkt&Fin,67.42,Placed,259757.0
256,M,63.16,Others,65.8,Central,Commerce,91.0,Comm&Mgmt,Yes,65.78,Mkt&HR,77.89,Not Placed,296526.0
257,M,81.95,Others,78.29,Central,Science,75.58,Comm&Mgmt,No,98.0,Mkt&HR,67.2,Not Placed,280982.0
258,M,89.4,Others,62.34,Others,Science,91.0,Comm&Mgmt,No,54.96,Mkt&Fin,64.46,Placed,213358.0
259,M,82.71,Central,43.32,Others,Science,86.53,Sci&Tech,No,82.0,Mkt&Fin,77.89,Placed,279720.0
260,M,59.94,Others,69.27,Central,Science,83.38,Comm&Mgmt,Yes,98.0,Mkt&HR,67.14,Placed,
261,M,61.29,Others,45.43,Central,Commerce,68.64,Comm&Mgmt,No,98.0,Mkt&Fin,64.4,Not Placed,267271.0
262,M,47.16,Central,73.56,Others,Commerce,74.23,Comm&Mgmt,No,98.0,Mkt&HR,51.27,Placed,270449.0
263,F,68.23,Central,85.99,Central,Commerce,69.66,Sci&Tech,Yes,98.0,Mkt&HR,77.89,Placed,346858.0
264,M,60.54,Others,71.54,Central,Science,67.04,Comm&Mgmt,No,86.89,Mkt&Fin,76.08,Not Placed,
265,M,67.34,Others,59.49,Central,Science,54.73,Comm&Mgmt,No,98.0,Mkt&HR,62.06,Not Placed,298986.0
266,F,87.02,Others,63.67,Central,Science,82.98,Comm&Mgmt,No,98.0,Mkt&Fin,77.47,Placed,
267,F,58.69,Others,80.28,Central,Arts,52.65,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
268,M,40.89,Others,49.96,Central,Science,50.0,Comm&Mgmt,No,98.0,Mkt&HR,71.7,Not Placed,
269,M,40.89,Central,61.66,Central,Science,76.55,Others,No,98.0,Mkt&HR,77.87,Placed,
270,M,60.1,Central,80.44,Central,Commerce,57.19,Others,No,98.0,Mkt&HR,68.33,Not Placed,
271,F,64.56,Central,82.71,Central,Science,65.29,Comm&Mgmt,No,98.0,Mkt&Fin,58.93,Not Placed,295858.0
272,M,68.72,Others,72.85,Central,Science,55.94,Comm&Mgmt,No,76.23,Mkt&HR,68.33,Placed,326385.0
273,M,77.04,Others,58.88,Others,Commerce,82.54,Comm&Mgmt,No,98.0,Mkt&HR,61.83,Not Placed,284353.0
274,M,88.03,Others,82.99,Central,Commerce,86.13,Sci&Tech,Yes,98.0,Mkt&Fin,75.35,Placed,311526.0
275,M,50.0,Central,77.02,Central,Science,77.53,Comm&Mgmt,Yes,86.94,Mkt&HR,77.52,Not Placed,
276,M,86.04,Central,91.07,Central,Science,83.47,Comm&Mgmt,No,68.72,Mkt&HR,72.18,Placed,816248.0
277,F,78.52,Others,80.66,Others,Science,85.7,Comm&Mgmt,No,80.22,Mkt&Fin,71.0,Not Placed,
278,M,67.91,Central,66.6,Central,Commerce,50.0,Comm&Mgmt,No,82.03,Mkt&Fin,77.89,Not Placed,
279,F,40.89,Central,65.98,Central,Commerce,61.32,Comm&Mgmt,No,83.88,Mkt&HR,73.52,Placed,
280,M,78.11,Others,70.69,Central,Science,76.39,Comm&Mgmt,No,86.16,Mkt&Fin,76.05,Not Placed,282667.0
281,M,62.9,Others,89.92,Central,Science,71.01,Comm&Mgmt,No,95.4,Mkt&Fin,72.13,Not Placed,324041.0
282,M,86.63,Others,53.65,Central,Science,80.49,Others,Yes,83.47,Mkt&Fin,77.89,Not Placed,292461.0
283,M,82.98,Others,63.64,Central,Commerce,81.16,Comm&Mgmt,No,94.53,Mkt&Fin,63.3,Not Placed,
284,M,62.41,Others,77.16,Others,Commerce,66.31,Comm&Mgmt,No,81.43,Mkt&Fin,69.5,Not Placed,553851.0
285,M,45.21,Others,65.81,Others,Commerce,50.0,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Placed,279069.0
286,F,68.19,Central,64.59,Central,Science,52.5,Sci&Tech,No,98.0,Mkt&HR,61.48,Not Placed,471824.0
287,M,45.7,Others,64.41,Central,Science,52.69,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,329358.0
288,M,89.4,Central,47.94,Central,Science,80.16,Sci&Tech,No,90.19,Mkt&HR,74.61,Placed,927650.0
289,M,52.73,Others,63.87,Others,Science,84.66,Comm&Mgmt,Yes,75.96,Mkt&Fin,67.74,Placed,
290,M,41.85,Others,79.47,Central,Commerce,73.33,Comm&Mgmt,Yes,51.88,Mkt&HR,63.38,Placed,200000.0
291,M,42.96,Central,71.59,Central,Science,50.0,Comm&Mgmt,Yes,68.29,Mkt&HR,73.79,Placed,
292,M,76.21,Others,58.95,Central,Arts,55.99,Sci&Tech,No,73.7,Mkt&Fin,64.28,Placed,
293,M,79.45,Others,46.63,Others,Science,91.0,Comm&Mgmt,No,53.14,Mkt&HR,66.17,Placed,265988.0
294,M,49.37,Central,54.67,Others,Science,80.87,Sci&Tech,Yes,68.43,Mkt&HR,77.89,Not Placed,318878.0
295,M,59.78,Others,81.9,Others,Science,86.41,Comm&Mgmt,No,75.7,Mkt&HR,77.89,Not Placed,323499.0
296,M,58.59,Central,65.61,Central,Commerce,75.45,Comm&Mgmt,Yes,83.73,Mkt&Fin,66.82,Placed,
297,F,44.53,Others,61.24,Others,Science,50.0,Comm&Mgmt,No,58.98,Mkt&Fin,77.89,Not Placed,
298,M,81.28,Others,69.79,Others,Commerce,87.74,Comm&Mgmt,Yes,89.24,Mkt&Fin,76.48,Not Placed,
299,M,89.4,Others,81.18,Central,Commerce,76.33,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
300,M,80.75,Others,51.76,Central,Science,74.72,Comm&Mgmt,No,78.48,Mkt&Fin,60.2,Placed,
301,M,55.65,Central,83.97,Central,Science,75.75,Comm&Mgmt,No,98.0,Mkt&Fin,59.56,Not Placed,
302,M,65.29,Others,63.39,Central,Science,66.54,Comm&Mgmt,No,77.57,Mkt&Fin,68.12,Not Placed,220051.0
303,M,78.78,Central,71.91,Central,Commerce,50.0,Comm&Mgmt,No,76.79,Mkt&HR,71.49,Not Placed,307051.0
304,M,74.65,Central,58.58,Others,Science,76.96,Others,No,98.0,Mkt&Fin,65.09,Not Placed,322504.0
305,M,40.89,Central,67.87,Central,Science,50.0,Sci&Tech,No,98.0,Mkt&HR,77.89,Not Placed,
306,M,74.6,Others,71.64,Others,Science,91.0,Comm&Mgmt,Yes,98.0,Mkt&Fin,52.89,Placed,200000.0
307,M,71.06,Others,37.0,Central,Science,82.62,Comm&Mgmt,Yes,98.0,Mkt&Fin,70.52,Not Placed,
308,M,40.89,Central,76.05,Central,Commerce,57.21,Comm&Mgmt,No,74.28,Mkt&Fin,57.75,Placed,238660.0
309,M,71.15,Central,59.57,Central,Commerce,50.0,Comm&Mgmt,No,80.61,Mkt&HR,70.27,Not Placed,
310,M,80.71,Others,63.38,Others,Commerce,84.05,Comm&Mgmt,No,87.13,Mkt&HR,75.0,Placed,316662.0
311,F,89.4,Central,69.41,Others,Science,85.75,Comm&Mgmt,No,98.0,Mkt&Fin,75.66,Not Placed,327209.0
312,M,40.89,Others,65.44,Others,Science,73.63,Sci&Tech,No,98.0,Mkt&HR,71.35,Placed,277400.0
313,M,52.12,Central,58.57,Central,Science,82.59,Comm&Mgmt,Yes,78.51,Mkt&Fin,77.89,Not Placed,252932.0
314,M,83.61,Central,74.99,Central,Science,73.5,Sci&Tech,No,64.31,Mkt&HR,69.68,Not Placed,279283.0
315,M,76.77,Central,62.25,Central,Commerce,74.88,Comm&Mgmt,No,98.0,Mkt&HR,76.92,Placed,277055.0
316,M,89.4,Others,56.95,Others,Science,85.32,Comm&Mgmt,Yes,98.0,Mkt&HR,77.89,Placed,232638.0
317,F,85.52,Others,76.35,Central,Commerce,50.12,Comm&Mgmt,No,98.0,Mkt&Fin,64.94,Not Placed,297071.0
318,F,60.95,Others,53.19,Central,Science,74.14,Sci&Tech,No,98.0,Mkt&HR,75.7,Not Placed,
319,F,89.4,Others,69.48,Central,Science,67.24,Comm&Mgmt,No,50.0,Mkt&Fin,68.53,Placed,251899.0
320,M,62.53,Others,56.31,Central,Commerce,87.14,Comm&Mgmt,Yes,98.0,Mkt&Fin,63.93,Not Placed,252016.0
321,M,80.3,Others,63.78,Others,Science,71.99,Sci&Tech,No,90.58,Mkt&Fin,72.47,Not Placed,
322,M,53.12,Others,51.86,Others,Commerce,76.33,Comm&Mgmt,Yes,50.0,Mkt&Fin,71.14,Placed,320267.0
323,M,58.53,Others,71.5,Central,Science,50.0,Comm&Mgmt,No,81.52,Mkt&Fin,71.74,Not Placed,292299.0
324,M,60.5,Central,59.18,Others,Commerce,53.61,Others,No,98.0,Mkt&Fin,66.73,Not Placed,
325,M,40.89,Central,75.41,Central,Commerce,50.0,Comm&Mgmt,No,77.22,Mkt&Fin,67.83,Not Placed,
326,M,89.4,Others,65.84,Central,Commerce,84.94,Comm&Mgmt,Yes,98.0,Mkt&Fin,70.3,Placed,307497.0
327,F,63.49,Central,88.46,Central,Commerce,83.67,Comm&Mgmt,Yes,98.0,Mkt&Fin,74.79,Placed,342233.0
328,F,89.4,Others,62.19,Central,Commerce,78.26,Comm&Mgmt,No,87.47,Mkt&HR,77.89,Placed,333858.0
329,M,49.53,Others,60.89,Others,Science,63.87,Comm&Mgmt,No,95.18,Mkt&HR,77.89,Not Placed,
330,M,52.39,Others,66.52,Others,Commerce,57.86,Comm&Mgmt,No,98.0,Mkt&Fin,65.74,Not Placed,
331,M,76.61,Central,65.02,Central,Commerce,84.44,Comm&Mgmt,No,82.16,Mkt&HR,74.26,Placed,
332,M,69.34,Central,57.25,Others,Commerce,91.0,Comm&Mgmt,No,63.91,Mkt&Fin,71.95,Placed,
333,M,46.61,Central,47.19,Others,Commerce,72.66,Comm&Mgmt,No,96.43,Mkt&Fin,77.89,Not Placed,299391.0
334,M,66.98,Others,54.45,Central,Commerce,80.88,Comm&Mgmt,No,98.0,Mkt&HR,64.07,Placed,
335,M,61.13,Central,40.38,Others,Science,78.48,Comm&Mgmt,Yes,98.0,Mkt&Fin,76.39,Placed,287633.0
336,M,82.99,Central,97.7,Central,Arts,83.82,Sci&Tech,Yes,79.41,Mkt&Fin,60.99,Placed,
337,F,89.4,Others,90.38,Central,Science,87.22,Comm&Mgmt,No,98.0,Mkt&Fin,70.45,Not Placed,308494.0
338,M,86.79,Central,84.3,Central,Science,67.89,Sci&Tech,No,98.0,Mkt&Fin,77.89,Not Placed,329758.0
339,M,57.34,Central,37.0,Central,Science,83.57,Comm&Mgmt,No,93.59,Mkt&Fin,59.01,Placed,259880.0
340,F,81.65,Others,66.94,Others,Commerce,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,75.55,Not Placed,200000.0
341,M,89.4,Others,37.0,Others,Commerce,76.67,Comm&Mgmt,No,62.02,Mkt&Fin,77.89,Not Placed,319058.0
342,M,50.35,Others,55.59,Central,Arts,78.03,Comm&Mgmt,No,71.12,Mkt&Fin,77.89,Not Placed,
343,F,42.27,Others,67.47,Others,Science,54.34,Sci&Tech,No,98.0,Mkt&Fin,77.89,Placed,268553.0
344,M,40.89,Others,54.25,Central,Arts,54.96,Comm&Mgmt,No,76.54,Mkt&HR,77.89,Not Placed,
345,M,87.79,Central,51.73,Others,Science,84.44,Comm&Mgmt,Yes,98.0,Mkt&HR,77.89,Placed,211082.0
346,M,41.76,Central,70.88,Central,Commerce,50.0,Comm&Mgmt,No,74.18,Mkt&Fin,77.05,Not Placed,
347,M,42.56,Others,50.83,Central,Commerce,77.42,Comm&Mgmt,Yes,86.76,Mkt&HR,77.89,Not Placed,
348,M,48.9,Central,75.23,Central,Science,50.0,Sci&Tech,No,58.81,Mkt&HR,70.87,Not Placed,326404.0
349,M,66.54,Central,87.76,Central,Science,73.2,Comm&Mgmt,No,98.0,Mkt&HR,71.19,Placed,236490.0
350,M,89.4,Central,47.25,Others,Science,84.06,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Placed,
351,M,72.65,Central,92.37,Central,Science,71.39,Comm&Mgmt,No,81.48,Mkt&HR,77.89,Not Placed,312327.0
352,M,79.93,Others,49.44,Central,Science,87.22,Comm&Mgmt,No,98.0,Mkt&Fin,77.39,Placed,296875.0
353,M,53.94,Others,53.92,Central,Science,66.32,Sci&Tech,No,78.64,Mkt&HR,65.45,Placed,259023.0
354,F,86.51,Others,74.65,Others,Science,50.0,Sci&Tech,No,74.48,Mkt&Fin,75.01,Not Placed,251985.0
355,M,83.84,Others,46.54,Central,Science,82.79,Others,No,86.95,Mkt&Fin,74.22,Not Placed,297669.0
356,M,77.41,Others,75.28,Central,Commerce,53.21,Comm&Mgmt,No,98.0,Mkt&Fin,62.34,Not Placed,330863.0
357,M,83.42,Central,53.14,Others,Science,86.79,Others,Yes,85.18,Mkt&HR,77.89,Placed,330959.0
358,M,40.89,Central,64.18,Central,Commerce,64.93,Comm&Mgmt,No,98.0,Mkt&Fin,60.8,Not Placed,251136.0
359,M,59.4,Central,58.31,Central,Science,79.99,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
360,M,79.6,Others,68.82,Others,Science,82.22,Comm&Mgmt,No,96.13,Mkt&HR,67.94,Placed,200000.0
361,M,40.89,Central,42.24,Others,Science,57.36,Comm&Mgmt,No,69.58,Mkt&Fin,61.1,Placed,
362,M,82.42,Central,52.02,Central,Science,79.62,Comm&Mgmt,No,83.75,Mkt&Fin,69.2,Not Placed,239782.0
363,M,55.22,Central,64.67,Others,Science,74.85,Sci&Tech,No,82.94,Mkt&HR,72.72,Placed,282270.0
364,F,42.05,Others,67.89,Others,Commerce,63.02,Comm&Mgmt,No,70.46,Mkt&Fin,60.52,Placed,
365,F,40.89,Others,53.95,Central,Commerce,73.28,Comm&Mgmt,No,98.0,Mkt&HR,68.95,Not Placed,
366,F,80.36,Central,91.21,Central,Science,84.93,Sci&Tech,No,98.0,Mkt&Fin,73.98,Not Placed,323689.0
367,M,68.64,Central,64.35,Others,Commerce,81.37,Sci&Tech,Yes,98.0,Mkt&Fin,77.08,Not Placed,330764.0
368,M,69.69,Others,81.78,Others,Commerce,74.0,Comm&Mgmt,No,71.06,Mkt&HR,61.77,Placed,
369,F,50.71,Others,80.67,Central,Commerce,84.67,Comm&Mgmt,No,98.0,Mkt&HR,64.12,Placed,
370,M,57.16,Others,61.67,Central,Science,65.71,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
371,M,66.24,Central,48.87,Central,Science,85.02,Comm&Mgmt,No,98.0,Mkt&Fin,61.08,Not Placed,306005.0
372,M,40.89,Central,85.84,Central,Science,70.26,Comm&Mgmt,No,98.0,Mkt&HR,70.63,Not Placed,
373,M,58.51,Central,54.33,Central,Commerce,58.82,Others,No,98.0,Mkt&Fin,68.16,Not Placed,
374,M,46.76,Others,56.75,Central,Commerce,50.0,Comm&Mgmt,No,63.02,Mkt&HR,71.13,Not Placed,
375,M,74.46,Others,70.78,Others,Science,73.53,Sci&Tech,Yes,59.04,Mkt&Fin,62.78,Not Placed,251148.0
376,M,42.0,Central,76.15,Central,Science,50.0,Sci&Tech,No,98.0,Mkt&HR,77.89,Placed,
377,M,62.34,Others,76.49,Central,Science,88.25,Comm&Mgmt,Yes,89.13,Mkt&Fin,77.89,Placed,284716.0
378,M,40.89,Others,65.94,Central,Arts,53.75,Comm&Mgmt,No,55.75,Mkt&Fin,77.89,Not Placed,
379,M,65.91,Others,71.76,Central,Arts,62.94,Comm&Mgmt,Yes,98.0,Mkt&Fin,74.19,Not Placed,318374.0
380,M,89.4,Central,72.89,Others,Science,91.0,Comm&Mgmt,No,84.67,Mkt&HR,59.97,Placed,527358.0
381,M,40.89,Others,37.0,Others,Arts,76.46,Comm&Mgmt,No,74.32,Mkt&Fin,51.29,Not Placed,318139.0
382,M,67.23,Central,52.39,Central,Commerce,69.27,Comm&Mgmt,No,62.63,Mkt&HR,69.08,Placed,301050.0
383,M,42.76,Others,37.0,Others,Science,81.47,Comm&Mgmt,No,56.03,Mkt&Fin,60.35,Placed,
384,M,87.18,Others,90.26,Others,Commerce,57.61,Comm&Mgmt,No,90.2,Mkt&HR,77.89,Not Placed,330209.0
385,M,40.89,Central,53.14,Central,Commerce,88.01,Comm&Mgmt,No,98.0,Mkt&HR,67.07,Not Placed,
386,M,89.4,Others,74.62,Central,Science,64.48,Comm&Mgmt,No,98.0,Mkt&HR,75.71,Placed,322835.0
387,F,82.21,Central,54.34,Central,Commerce,79.28,Comm&Mgmt,No,94.23,Mkt&Fin,56.23,Placed,
388,M,89.4,Others,92.59,Central,Commerce,76.79,Comm&Mgmt,No,98.0,Mkt&HR,72.19,Not Placed,257052.0
389,M,57.98,Central,64.04,Central,Science,71.4,Comm&Mgmt,No,77.3,Mkt&HR,77.89,Placed,318301.0
390,M,64.18,Others,69.24,Others,Science,67.79,Sci&Tech,No,98.0,Mkt&HR,72.19,Placed,
391,M,52.55,Central,85.65,Central,Science,65.05,Comm&Mgmt,No,80.77,Mkt&Fin,71.28,Placed,338126.0
392,M,68.03,Others,97.7,Central,Science,77.73,Sci&Tech,No,98.0,Mkt&Fin,74.61,Not Placed,
393,M,67.22,Central,75.61,Central,Commerce,77.76,Others,No,82.56,Mkt&Fin,68.0,Not Placed,374695.0
394,M,89.4,Central,87.56,Central,Commerce,81.58,Comm&Mgmt,No,98.0,Mkt&HR,73.83,Not Placed,
395,M,62.55,Central,64.29,Others,Science,60.98,Comm&Mgmt,No,54.56,Mkt&HR,77.89,Placed,
396,M,41.44,Others,46.38,Others,Science,64.45,Comm&Mgmt,Yes,98.0,Mkt&HR,62.35,Not Placed,
397,M,40.89,Central,79.27,Central,Science,51.95,Comm&Mgmt,Yes,68.05,Mkt&Fin,76.22,Placed,263132.0
398,M,50.5,Central,83.74,Central,Science,82.85,Comm&Mgmt,Yes,74.32,Mkt&Fin,63.29,Not Placed,
399,M,89.4,Others,75.4,Others,Commerce,80.47,Comm&Mgmt,Yes,98.0,Mkt&Fin,74.97,Placed,322162.0
400,M,83.83,Others,50.98,Central,Science,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,64.45,Not Placed,
401,M,89.4,Central,59.49,Central,Commerce,82.66,Others,Yes,98.0,Mkt&Fin,66.04,Not Placed,287962.0
402,M,77.44,Central,60.74,Central,Science,77.87,Comm&Mgmt,No,78.84,Mkt&Fin,71.56,Not Placed,290779.0
403,M,77.36,Others,50.63,Central,Commerce,85.46,Comm&Mgmt,No,80.73,Mkt&Fin,75.79,Placed,283691.0
404,M,46.14,Others,46.57,Central,Science,64.94,Comm&Mgmt,No,54.06,Mkt&HR,67.36,Not Placed,291731.0
405,M,40.89,Others,46.66,Others,Commerce,50.0,Comm&Mgmt,No,98.0,Mkt&Fin,59.48,Not Placed,
406,M,89.13,Others,83.75,Others,Science,91.0,Sci&Tech,No,85.7,Mkt&HR,67.81,Not Placed,
407,F,40.89,Central,90.06,Central,Science,60.19,Comm&Mgmt,Yes,70.75,Mkt&Fin,65.52,Not Placed,
408,F,80.62,Others,58.48,Central,Science,53.27,Comm&Mgmt,No,64.64,Mkt&Fin,74.26,Not Placed,
409,M,89.4,Others,55.92,Central,Commerce,81.48,Comm&Mgmt,No,71.75,Mkt&HR,77.89,Placed,330836.0
410,M,65.18,Others,80.83,Others,Science,70.09,Comm&Mgmt,Yes,98.0,Mkt&Fin,51.21,Not Placed,245133.0
411,M,40.89,Others,40.87,Central,Commerce,55.06,Comm&Mgmt,No,98.0,Mkt&Fin,66.33,Placed,
412,M,77.18,Central,61.62,Central,Science,72.23,Comm&Mgmt,No,98.0,Mkt&Fin,68.47,Not Placed,297072.0
413,F,89.4,Others,60.86,Others,Science,69.17,Comm&Mgmt,Yes,98.0,Mkt&HR,73.72,Placed,291480.0
414,F,56.92,Central,68.33,Others,Commerce,74.49,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,
415,M,40.89,Central,52.97,Central,Science,83.93,Comm&Mgmt,Yes,64.95,Mkt&Fin,76.14,Not Placed,
416,M,55.47,Central,66.56,Others,Science,82.2,Comm&Mgmt,Yes,92.38,Mkt&Fin,74.57,Placed,246693.0
417,M,40.89,Others,37.0,Central,Arts,64.84,Sci&Tech,No,77.1,Mkt&HR,64.05,Not Placed,
418,M,45.93,Central,55.91,Central,Science,59.3,Comm&Mgmt,No,80.8,Mkt&HR,64.74,Not Placed,
419,F,68.95,Central,64.03,Others,Science,82.03,Sci&Tech,Yes,98.0,Mkt&Fin,76.31,Not Placed,302444.0
420,M,89.4,Others,77.32,Others,Science,77.15,Comm&Mgmt,No,65.58,Mkt&Fin,53.72,Not Placed,212837.0
421,F,72.74,Others,75.18,Others,Commerce,64.52,Comm&Mgmt,No,98.0,Mkt&HR,65.89,Placed,
422,M,66.29,Others,45.3,Central,Arts,71.79,Comm&Mgmt,No,98.0,Mkt&Fin,66.26,Placed,
423,M,88.88,Others,37.8,Central,Science,77.62,Sci&Tech,No,97.85,Mkt&HR,73.81,Placed,
424,M,81.98,Others,84.59,Others,Commerce,74.99,Comm&Mgmt,Yes,98.0,Mkt&Fin,63.05,Placed,317463.0
425,M,89.4,Others,75.89,Central,Science,87.49,Comm&Mgmt,No,75.1,Mkt&Fin,61.85,Placed,260373.0
426,M,89.4,Others,83.7,Central,Science,77.26,Comm&Mgmt,No,98.0,Mkt&Fin,74.07,Placed,200000.0
427,M,54.72,Others,59.44,Others,Commerce,73.81,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Placed,315722.0
428,M,53.97,Central,85.61,Others,Science,69.58,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,275334.0
429,M,40.89,Central,68.88,Central,Science,74.97,Comm&Mgmt,No,75.15,Mkt&Fin,67.09,Not Placed,290223.0
430,F,64.92,Central,79.88,Others,Science,86.76,Comm&Mgmt,No,76.4,Mkt&Fin,76.84,Not Placed,615818.0
431,M,40.89,Others,56.83,Others,Arts,76.4,Comm&Mgmt,No,98.0,Mkt&Fin,57.6,Not Placed,
432,M,72.33,Central,39.77,Central,Science,75.0,Comm&Mgmt,Yes,98.0,Mkt&Fin,71.31,Placed,
433,M,40.89,Others,59.99,Central,Commerce,70.54,Comm&Mgmt,No,98.0,Mkt&Fin,73.87,Not Placed,
434,F,61.77,Others,45.21,Central,Science,70.11,Comm&Mgmt,No,98.0,Mkt&HR,69.14,Placed,
435,M,84.31,Central,58.68,Central,Science,84.97,Sci&Tech,No,50.0,Mkt&HR,66.07,Not Placed,317339.0
436,M,74.99,Others,39.5,Central,Science,86.2,Comm&Mgmt,No,68.55,Mkt&Fin,77.89,Placed,
437,M,89.4,Others,79.51,Central,Science,61.46,Comm&Mgmt,Yes,98.0,Mkt&Fin,67.66,Not Placed,278375.0
438,M,89.4,Others,83.91,Central,Commerce,84.07,Comm&Mgmt,No,98.0,Mkt&Fin,73.42,Not Placed,259432.0
439,M,75.73,Central,73.46,Central,Science,52.79,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Placed,904396.0
440,F,58.69,Others,37.0,Others,Commerce,56.36,Comm&Mgmt,No,81.97,Mkt&Fin,77.89,Not Placed,320372.0
441,M,40.89,Others,51.0,Others,Science,80.56,Comm&Mgmt,No,86.05,Mkt&Fin,67.78,Placed,291708.0
442,M,50.88,Others,95.39,Central,Commerce,55.05,Comm&Mgmt,No,98.0,Mkt&Fin,64.69,Placed,263987.0
